tool		CPAchecker trunk:43171	CPAchecker trunk:43171	CPAchecker trunk:43171	CPAchecker trunk:43171	CPAchecker trunk:43171	CPAchecker trunk:43171	CPAchecker trunk:43171	CPAchecker trunk:43171	CPAchecker trunk:43171	CPAchecker trunk:43171	CPAchecker trunk:43171	CPAchecker trunk:43171	CPAchecker trunk:43171	CPAchecker trunk:43171	CPAchecker trunk:43171	CPAchecker trunk:43171	CPAchecker trunk:43171	CPAchecker trunk:43171	CPAchecker trunk:43171	CPAchecker trunk:43171	CPAchecker trunk:43171	CPAchecker trunk:43171	CPAchecker trunk:43171	CPAchecker trunk:43171	CPAchecker trunk:43171	CPAchecker trunk:43171	CPAchecker trunk:43171	CPAchecker trunk:43171	CPAchecker trunk:43171	CPAchecker trunk:43171	CPAchecker trunk:43171	CPAchecker trunk:43171	CPAchecker trunk:43171	CPAchecker trunk:43171	CPAchecker trunk:43171	CPAchecker trunk:43171	CPAchecker trunk:43171	CPAchecker trunk:43171	CPAchecker trunk:43171	CPAchecker trunk:43171	CPAchecker trunk:43171	CPAchecker trunk:43171	CPAchecker trunk:43171	CPAchecker trunk:43171	CPAchecker trunk:43171	CPAchecker trunk:43171	CPAchecker trunk:43171	CPAchecker trunk:43171	CPAchecker trunk:43171	CPAchecker trunk:43171	CPAchecker trunk:43171	CPAchecker trunk:43171	CPAchecker trunk:43171	CPAchecker trunk:43171	CPAchecker trunk:43171	CPAchecker trunk:43171	CPAchecker trunk:43171	CPAchecker trunk:43171	CPAchecker trunk:43171	CPAchecker trunk:43171	CPAchecker trunk:43171	CPAchecker trunk:43171	CPAchecker trunk:43171
eca-rers2012/Problem11_label29.yml	false	false(unreach-call)	23.705067394	11.981408033985645	446.681088	48743	67020	70438		7.97	6.00	250034	0	0	0	1	0	1.00		238	95	70438	2	0	3000	8	8	8	0	0	7	0	7	382	0.79	164	8	7	0	48743	1	8430.75	1.00	1	1.000	390	796	0.490	1800	3310	0.544	2490	4021	9	3	1	1330	36	375	3	47742	1	375	1
eca-rers2012/Problem11_label30.yml	true	TIMEOUT	927.340260053	866.907910306938	7499.997184	3056933	3057359	3261301		6.00	6.00	11054754	0	0	0	1	0	1.00		6928	3378	3261302	2	0	196914	6	6	6	0	0	6	0	6	230	0.93	228	6	6	0	1866	1	1243.50	1.00	0	0.667	498	796	0.626	2200	3310	0.665	2490	4021	9	3	1								
eca-rers2012/Problem11_label31.yml	false	false(unreach-call)	24.607470126	12.49090885114856	729.853952	66980	94712	99569		7.97	6.00	353822	0	0	0	1	0	1.00		255	118	99569	2	0	4410	8	8	8	0	0	7	0	7	372	0.79	241	8	7	0	66980	1	11895.88	1.00	1	1.000	431	796	0.541	1918	3310	0.579	2490	4021	9	3	1	1414	47	466	3	65731	1	466	1
eca-rers2012/Problem11_label32.yml	true	TIMEOUT	919.761389349	859.6929458039813	7499.997184	3132390	3135202	3346502		6.00	6.00	11331504	0	0	0	1	0	1.00		7061	3461	3346502	2	0	204224	6	6	6	0	0	6	0	6	280	0.73	209	6	6	0	2345	1	1649.17	1.00	0	0.667	498	796	0.626	2200	3310	0.665	2490	4021	9	3	1								
eca-rers2012/Problem11_label33.yml	true	TIMEOUT	1002.645126078	889.4127364661545	11779.866624	5893411	5884970	6889851		5.00	5.00	20263310	0	0	0	1	0	1.00		12681	6934	6889851	2	0	992140	5	5	5	0	0	5	0	5	313	0.96	136	5	5	0	1185	1	861.20	1.00	0	0.667	672	796	0.844	2772	3310	0.837	2490	4021	9	3	1								
eca-rers2012/Problem11_label34.yml	false	false(unreach-call)	29.50169808	14.904913576086983	575.320064	65302	84392	87080		7.97	6.00	319686	0	0	0	1	0	1.00		255	126	87080	2	0	2301	8	8	8	0	0	7	0	7	369	0.78	138	8	7	0	65302	1	10598.38	1.00	1	1.000	430	796	0.540	1904	3310	0.575	2490	4021	9	3	1	1403	46	456	3	64079	1	456	1
eca-rers2012/Problem11_label35.yml	true	TIMEOUT	917.918141749	856.9005339520518	7499.997184	2923647	2939333	3138819		6.00	6.00	10618390	0	0	0	1	0	1.00		6721	3208	3138819	2	0	192536	6	6	6	0	0	6	0	6	216	0.62	222	6	6	0	5260	1	3773.83	1.00	0	0.667	498	796	0.626	2200	3310	0.665	2490	4021	9	3	1								
eca-rers2012/Problem11_label36.yml	false	false(unreach-call)	15.887132943	8.092991564190015	284.463104	6255	15758	19182		7.96	6.00	51826	0	0	0	1	0	0.99		44	16	19182	2	0	3254	8	8	8	0	0	7	0	7	377	0.79	220	8	7	0	6255	1	1992.00	1.00	1	1.000	224	796	0.281	841	3310	0.254	2490	4021	9	3	1	694	9	51	3	6130	1	51	1
eca-rers2012/Problem11_label37.yml	true	TIMEOUT	1002.576984224	886.3399259089492	11800.346624	6100840	6097591	7141010		5.00	5.00	20990572	0	0	0	1	0	1.00		13163	7128	7141010	2	0	1030152	5	5	5	0	0	5	0	5	259	0.73	195	5	5	0	2641	1	2004.80	1.00	0	0.667	672	796	0.844	2772	3310	0.837	2490	4021	9	3	1								
eca-rers2012/Problem11_label38.yml	true	TIMEOUT	925.622685652	867.4621636189986	7499.997184	2986053	2992431	3194416		6.00	6.00	10813412	0	0	0	1	0	1.00		6828	3292	3194417	2	0	195174	6	6	6	0	0	6	0	6	373	0.96	208	6	6	0	6022	1	2199.33	1.00	0	0.667	498	796	0.626	2200	3310	0.665	2490	4021	9	3	1								
eca-rers2012/Problem11_label39.yml	false	false(unreach-call)	24.817077282	12.56919385585934	466.890752	43884	72081	76581		7.97	6.00	266156	0	0	0	1	0	1.00		215	84	76581	2	0	4055	8	8	8	0	0	7	0	7	348	0.35	156	8	7	0	43884	1	9066.75	1.00	1	1.000	381	796	0.479	1761	3310	0.532	2490	4021	9	3	1	1307	33	334	3	42996	1	334	1
eca-rers2012/Problem11_label40.yml	true	TIMEOUT	1001.457443174	918.8510837110225	11529.244672	4159969	4145008	4659156		5.00	5.00	14745582	0	0	0	1	0	1.00		15829	7916	4659156	2	0	498319	5	5	5	0	0	5	0	5	107	0.82	28	5	5	0	408	1	174.80	1.00	0	0.667	504	796	0.633	2512	3310	0.759	2490	4021	9	3	1								
eca-rers2012/Problem11_label41.yml	true	TIMEOUT	1002.582708477	884.1570324769709	11777.835008	6152537	6146793	7197817		5.00	5.00	21161906	0	0	0	1	0	1.00		13231	7181	7197818	2	0	1037790	5	5	5	0	0	5	0	5	232	0.70	194	5	5	0	2087	1	1499.20	1.00	0	0.667	672	796	0.844	2772	3310	0.837	2490	4021	9	3	1								
eca-rers2012/Problem11_label42.yml	false	false(unreach-call)	22.434818657	11.378489621914923	370.671616	34767	59159	64219		7.97	6.00	215080	0	0	0	1	0	1.00		186	64	64219	2	0	4664	8	8	8	0	0	7	0	7	380	0.79	222	8	7	0	34767	1	7445.38	1.00	1	1.000	364	796	0.457	1668	3310	0.504	2490	4021	9	3	1	1245	27	275	3	34038	1	275	1
eca-rers2012/Problem11_label43.yml	false	false(unreach-call)	18.312910761	9.302170755108818	326.426624	13100	19822	21583		7.97	6.00	71758	0	0	0	1	0	1.00		65	28	21583	2	0	1595	8	8	8	0	0	7	0	7	449	0.96	153	8	7	0	13100	1	2499.50	1.00	1	1.000	262	796	0.329	1181	3310	0.357	2490	4021	9	3	1	899	14	102	3	12838	1	102	1
eca-rers2012/Problem11_label44.yml	true	TIMEOUT	991.739513787	916.9977542089764	10227.666944	3199241	3207477	3422597		6.00	6.00	11593834	0	0	0	1	0	1.00		7205	3530	3422598	2	0	207841	6	6	6	0	0	6	0	6	264	0.72	178	6	6	0	11245	1	2587.00	1.00	0	0.667	498	796	0.626	2200	3310	0.665	2490	4021	9	3	1								
eca-rers2012/Problem11_label45.yml	true	TIMEOUT	924.974905734	862.6541480359156	7499.997184	2944019	2970679	3172605		6.00	6.00	10732552	0	0	0	1	0	1.00		6828	3221	3172606	2	0	194812	6	6	6	0	0	6	0	6	230	0.93	296	6	6	0	11317	1	5630.17	1.00	0	0.667	498	796	0.626	2200	3310	0.665	2490	4021	9	3	1								
eca-rers2012/Problem11_label46.yml	true																																																															
eca-rers2012/Problem11_label47.yml	true	TIMEOUT	997.835884263	923.8595940279774	11099.652096	3099220	3101175	3309942		6.00	6.00	11208942	0	0	0	1	0	1.00		6990	3425	3309942	2	0	201689	6	6	6	0	0	6	0	6	275	0.73	191	6	6	0	2214	1	1506.67	1.00	0	0.667	498	796	0.626	2200	3310	0.665	2490	4021	9	3	1								
eca-rers2012/Problem11_label48.yml	true	TIMEOUT	922.069244692	864.6441471709404	7499.997184	2976389	2983509	3184711		6.00	6.00	10781794	0	0	0	1	0	1.00		6828	3280	3184711	2	0	194344	6	6	6	0	0	6	0	6	364	0.96	186	6	6	0	7678	1	2330.83	1.00	0	0.667	498	796	0.626	2200	3310	0.665	2490	4021	9	3	1								
eca-rers2012/Problem11_label49.yml	false	false(unreach-call)	19.937794295	10.142487687058747	302.321664	11159	20243	22825		7.96	6.00	71162	0	0	0	1	0	0.99		64	24	22825	2	0	2376	8	8	8	0	0	7	0	7	367	0.40	152	8	7	0	11159	1	2557.13	1.00	1	1.000	256	796	0.322	1104	3310	0.334	2490	4021	9	3	1	852	13	90	3	10927	1	90	1
eca-rers2012/Problem11_label50.yml	true	TIMEOUT	944.450270443	882.7206970639527	7499.997184	2880142	2882702	3075490		6.00	6.00	10424518	0	0	0	1	0	1.00		6587	3172	3075491	2	0	186119	6	6	6	0	0	6	0	6	230	0.93	232	6	6	0	2211	1	1539.33	1.00	0	0.667	498	796	0.626	2200	3310	0.665	2490	4021	9	3	1								
eca-rers2012/Problem11_label51.yml	false	false(unreach-call)	23.313941114	11.80144327506423	417.140736	37623	58203	62785		7.97	6.00	212982	0	0	0	1	0	1.00		192	70	62785	2	0	4196	8	8	8	0	0	7	0	7	376	0.79	249	8	7	0	37623	1	7324.63	1.00	1	1.000	366	796	0.460	1704	3310	0.515	2490	4021	9	3	1	1267	29	290	3	36854	1	290	1
eca-rers2012/Problem11_label52.yml	true	TIMEOUT	1001.168842739	930.6225153310224	10926.936064	3157568	3162141	3375807		6.00	6.00	11426212	0	0	0	1	0	1.00		7061	3487	3375807	2	0	206602	6	6	6	0	0	6	0	6	292	0.74	227	6	6	0	2774	1	1940.67	1.00	0	0.667	498	796	0.626	2200	3310	0.665	2490	4021	9	3	1								
eca-rers2012/Problem11_label53.yml	true	TIMEOUT	1001.512898155	896.3721344231162	11579.248640	5358323	5352514	6265824		5.00	5.00	18431472	0	0	0	1	0	1.00		11733	6401	6265824	2	0	901500	5	5	5	0	0	5	0	5	332	0.96	149	5	5	0	1708	1	1201.40	1.00	0	0.667	672	796	0.844	2772	3310	0.837	2490	4021	9	3	1								
eca-rers2012/Problem11_label54.yml	true	TIMEOUT	921.447615544	864.9105137519073	7499.997184	3123976	3123243	3332506		6.00	6.00	11291156	0	0	0	1	0	1.00		7061	3456	3332506	2	0	202188	6	6	6	0	0	6	0	6	274	0.73	195	6	6	0	1522	1	1058.17	1.00	0	0.667	498	796	0.626	2200	3310	0.665	2490	4021	9	3	1								
eca-rers2012/Problem11_label55.yml	true	TIMEOUT	997.88898863	922.6459288869519	10951.032832	3237043	3247213	3465979		6.00	6.00	11733870	0	0	0	1	0	1.00		7205	3570	3465979	2	0	211467	6	6	6	0	0	6	0	6	216	0.62	213	6	6	0	4179	1	2912.67	1.00	0	0.667	498	796	0.626	2200	3310	0.665	2490	4021	9	3	1								
eca-rers2012/Problem11_label56.yml	true	TIMEOUT	994.864352181	922.711105863098	11215.441920	3278724	3284060	3505742		6.00	6.00	11868170	0	0	0	1	0	1.00		7311	3621	3505743	2	0	214228	6	6	6	0	0	6	0	6	281	0.73	242	6	6	0	2804	1	2132.83	1.00	0	0.667	498	796	0.626	2200	3310	0.665	2490	4021	9	3	1								
eca-rers2012/Problem11_label57.yml	true	TIMEOUT	1002.536860976	886.3416858529672	11764.936704	6136580	6132847	7182245		5.00	5.00	21112110	0	0	0	1	0	1.00		13227	7163	7182245	2	0	1036059	5	5	5	0	0	5	0	5	256	0.73	191	5	5	0	2521	1	1922.40	1.00	0	0.667	672	796	0.844	2772	3310	0.837	2490	4021	9	3	1								
eca-rers2012/Problem11_label58.yml	false	false(unreach-call)	16.509683965	8.399352069944143	314.122240	11828	20882	23215		7.96	6.00	74096	0	0	0	1	0	0.99		65	25	23215	2	0	2147	8	8	8	0	0	7	0	7	455	0.96	162	8	7	0	11828	1	2634.50	1.00	1	1.000	261	796	0.328	1130	3310	0.341	2490	4021	9	3	1	869	13	99	3	11573	1	99	1
eca-rers2012/Problem11_label59.yml	true																																																															
eca-rers2012/Problem12_label00.yml	false																																																															
eca-rers2012/Problem12_label01.yml	true	TIMEOUT	1001.547777472	905.6486585889943	11573.309440	4931560	5256959	5676280		5.00	5.00	19466130	0	0	0	1	0	1.00		10995	5294	5676281	2	0	406333	5	5	5	0	0	5	0	5	240	0.54	298	5	5	0	325505	1	67678.60	1.00	0	0.833	3832	3975	0.964	12427	13318	0.933	10114	16652	11	6	1								
eca-rers2012/Problem12_label02.yml	true	TIMEOUT	1001.684966321	905.2342718259897	11611.328512	5012755	5048829	5391693		5.00	5.00	18826168	0	0	0	1	0	1.00		11204	5628	5391694	2	0	331327	5	5	5	0	0	5	0	5	284	0.25	151	5	5	0	43294	1	9523.40	1.00	0	0.833	3832	3975	0.964	12427	13318	0.933	10114	16652	11	6	1								
eca-rers2012/Problem12_label03.yml	false	TIMEOUT	1001.68355233	881.7224608031102	11947.159552	5039746	5960397	6551613		5.00	5.00	21820462	0	0	0	1	0	1.00		11246	5192	6551614	2	0	575114	5	5	5	0	0	5	0	5	134	0.32	313	5	5	0	902011	1	187351.80	1.00	0	0.833	3832	3975	0.964	12428	13318	0.933	10114	16652	11	6	1								
eca-rers2012/Problem12_label04.yml	true																																																															
eca-rers2012/Problem12_label05.yml	true	TIMEOUT	1001.500453913	907.9707530289888	11586.760704	5095558	5092406	5434743		5.00	5.00	18998926	0	0	0	1	0	1.00		11373	5762	5434743	2	0	330910	5	5	5	0	0	5	0	5	284	0.37	143	5	5	0	4181	1	1656.20	1.00	0	0.833	3832	3975	0.964	12434	13318	0.934	10114	16652	11	6	1								
eca-rers2012/Problem12_label06.yml	false	TIMEOUT	970.387528747	774.9629423439037	12055.244800	2383966	12774290	13334651		7.15	5.00	48647062	0	0	0	1	0	1.00		17689	6300	13334651	2	0	527889	7	7	7	0	0	7	0	7	278	0.04	386	7	7	0	7658630	1	1488972.00	1.00	0	0.833	2985	3975	0.751	11306	13318	0.849	10114	16652	11	6	1								
eca-rers2012/Problem12_label07.yml	false	false(unreach-call)	103.786094254	68.00182899902575	8117.600256	729394	1879920	1969476		7.14	5.00	7147534	0	0	0	1	0	1.00		1826	810	1969476	2	0	84173	8	8	8	0	0	7	0	7	363	0.09	269	8	7	0	758861	1	235663.88	1.00	1	1.000	2122	3975	0.534	9664	13318	0.726	10114	16652	11	6	1	6241	116	2901	6	720911	1	2901	1
eca-rers2012/Problem12_label08.yml	false																																																															
eca-rers2012/Problem12_label09.yml	true																																																															
eca-rers2012/Problem12_label10.yml	false																																																															
eca-rers2012/Problem12_label11.yml	true	TIMEOUT	1000.824893147	883.8294772419613	11958.099968	4419895	6889308	7865858		5.00	5.00	24597886	0	0	0	1	0	1.00		11319	5367	7865858	2	0	955322	5	5	5	0	0	5	0	5	271	0.96	293	5	5	0	2459975	1	498129.40	1.00	0	0.833	3810	3975	0.958	12415	13318	0.932	10114	16652	11	6	1								
eca-rers2012/Problem12_label12.yml	true	TIMEOUT	1001.96647917	895.2079231420066	11666.980864	5108653	5598312	6073783		5.00	5.00	20666616	0	0	0	1	0	1.00		11394	5393	6073783	2	0	461220	5	5	5	0	0	5	0	5	256	0.65	271	5	5	0	491618	1	100783.20	1.00	0	0.833	3836	3975	0.965	12435	13318	0.934	10114	16652	11	6	1								
eca-rers2012/Problem12_label13.yml	false	TIMEOUT (false(unreach-call))	914.838465579	741.6880647481885	11626.950656	4724032	15677377	15930653		7.15	5.00	60822902	0	0	0	1	0	1.00		11820	5223	15930653	2	0	216982	9	9	9	0	0	8	0	8	533	0.13	328	9	8	0	5141599	1	1745964.44	1.00	1	1.000	3357	3975	0.845	11334	13318	0.851	10114	16652	11	6	1								
eca-rers2012/Problem12_label14.yml	true	TIMEOUT	1001.593511921	885.2661823790986	11953.442816	4399935	7103770	8144847		5.00	5.00	25293294	0	0	0	1	0	1.00		12059	5557	8144847	2	0	1019026	5	5	5	0	0	5	0	5	271	0.96	308	5	5	0	2692939	1	545178.40	1.00	0	0.833	3810	3975	0.958	12414	13318	0.932	10114	16652	11	6	1								
eca-rers2012/Problem12_label15.yml	true	TIMEOUT	1002.617605803	899.9489901890047	11637.714944	5163105	5633383	6107187		5.00	5.00	20806062	0	0	0	1	0	1.00		11504	5461	6107188	2	0	459552	5	5	5	0	0	5	0	5	251	0.65	268	5	5	0	472763	1	96907.20	1.00	0	0.833	3837	3975	0.965	12438	13318	0.934	10114	16652	11	6	1								
eca-rers2012/Problem12_label16.yml	true	TIMEOUT	1001.811472698	902.6858850261196	11627.843584	5146262	5282577	5670354		5.00	5.00	19635552	0	0	0	1	0	1.00		11504	5672	5670354	2	0	375386	5	5	5	0	0	5	0	5	250	0.46	292	5	5	0	115441	1	29742.40	1.00	0	0.833	3837	3975	0.965	12436	13318	0.934	10114	16652	11	6	1								
eca-rers2012/Problem12_label17.yml	true																																																															
eca-rers2012/Problem12_label18.yml	true																																																															
eca-rers2012/Problem12_label19.yml	false	false(unreach-call)	291.624097462	216.54407418402843	10336.473088	2010735	6829525	6954692		7.16	5.00	26466836	0	0	0	1	0	1.00		5270	2264	6954692	2	0	108969	9	9	9	0	0	8	0	8	484	0.08	302	9	8	0	2257387	1	760636.89	1.00	1	1.000	2849	3975	0.717	10599	13318	0.796	10114	16652	11	6	1								
eca-rers2012/Problem12_label20.yml	false	false(unreach-call)	452.347563398	368.4782346289139	11669.569536	1999128	8786787	9439954		7.16	5.00	32914836	0	0	0	1	0	1.00		9508	2921	9439954	2	0	627830	9	9	9	0	0	8	0	8	637	0.11	318	9	8	0	2217418	1	979125.89	1.00	1	1.000	2847	3975	0.716	10590	13318	0.795	10114	16652	11	6	1								
eca-rers2012/Problem12_label21.yml	false																																																															
eca-rers2012/Problem12_label22.yml	true																																																															
eca-rers2012/Problem12_label23.yml	true	TIMEOUT	1002.392207378	877.0815247630235	11954.761728	6308294	6321734	8094960		4.00	4.00	20737820	0	0	0	1	0	1.00		24287	13202	8094960	2	0	1748880	4	4	4	0	0	4	0	4	190	0.45	215	4	4	0	34259	1	9447.75	1.00	0	0.833	3912	3975	0.984	12687	13318	0.953	10114	16652	11	6	1								
eca-rers2012/Problem12_label24.yml	true	TIMEOUT	1001.469579811	882.7374729670119	11841.527808	4288849	7107772	8172698		5.00	5.00	25260446	0	0	0	1	0	1.00		12581	5616	8172698	2	0	1042629	5	5	5	0	0	5	0	5	247	0.95	274	5	5	0	2817149	1	568245.20	1.00	0	0.833	3799	3975	0.956	12408	13318	0.932	10114	16652	11	6	1								
eca-rers2012/Problem12_label25.yml	false																																																															
eca-rers2012/Problem12_label26.yml	true	TIMEOUT	1002.417700358	878.092579054879	11936.780288	6151934	6168961	7899159		4.00	4.00	20235878	0	0	0	1	0	1.00		23813	12922	7899159	2	0	1706240	4	4	4	0	0	4	0	4	208	0.48	233	4	4	0	36425	1	10247.50	1.00	0	0.833	3907	3975	0.983	12685	13318	0.952	10114	16652	11	6	1								
eca-rers2012/Problem12_label27.yml	true	TIMEOUT	1001.687949186	885.8887123900931	11942.543360	4458915	7034266	8041972		5.00	5.00	25093298	0	0	0	1	0	1.00		11663	5499	8041972	2	0	985930	5	5	5	0	0	5	0	5	230	0.95	270	5	5	0	2575821	1	519426.60	1.00	0	0.833	3816	3975	0.960	12419	13318	0.932	10114	16652	11	6	1								
eca-rers2012/Problem12_label28.yml	false																																																															
eca-rers2012/Problem12_label29.yml	true																																																															
eca-rers2012/Problem12_label30.yml	false	false(unreach-call)	351.955077485	290.11100075999275	11602.509824	739656	4989392	5702748		7.15	5.00	17897654	0	0	0	1	0	1.00		11319	3414	5702748	2	0	696003	9	9	9	0	0	8	0	8	546	0.10	302	9	8	0	2461049	1	556306.00	1.00	1	1.000	2142	3975	0.539	9060	13318	0.680	10114	16652	11	6	1	5968	123	3007	6	731602	1	3007	1
eca-rers2012/Problem12_label31.yml	true	TIMEOUT	1001.720575842	891.2816037139855	11913.072640	5087963	6273551	6940390		5.00	5.00	22869618	0	0	0	1	0	1.00		11373	5247	6940390	2	0	649358	5	5	5	0	0	5	0	5	241	0.44	357	5	5	0	1169619	1	240615.00	1.00	0	0.833	3832	3975	0.964	12434	13318	0.934	10114	16652	11	6	1								
eca-rers2012/Problem12_label32.yml	true	TIMEOUT	1002.242202299	874.2160401120782	11908.550656	6258692	6274457	8034675		4.00	4.00	20581772	0	0	0	1	0	1.00		24173	13111	8034676	2	0	1735871	4	4	4	0	0	4	0	4	203	0.47	228	4	4	0	35829	1	10029.25	1.00	0	0.833	3912	3975	0.984	12686	13318	0.953	10114	16652	11	6	1								
eca-rers2012/Problem12_label33.yml	true	TIMEOUT	1001.633035112	883.5752898238134	11780.898816	4111606	6994821	8066028		5.00	5.00	24809910	0	0	0	1	0	1.00		12760	5584	8066028	2	0	1049083	5	5	5	0	0	5	0	5	251	0.95	280	5	5	0	2880628	1	581069.00	1.00	0	0.833	3789	3975	0.953	12402	13318	0.931	10114	16652	11	6	1								
eca-rers2012/Problem12_label34.yml	false	TIMEOUT	912.315352229	712.2067571000662	11975.557120																																																											
eca-rers2012/Problem12_label35.yml	false	false(unreach-call)	207.601831359	165.0330324259121	9714.343936	330579	2626646	3055393		7.14	5.00	9294844	0	0	0	1	0	1.00		7491	2463	3055393	2	0	418585	9	9	9	0	0	8	0	8	637	0.19	238	9	8	0	1523675	1	292979.67	1.00	1	1.000	1607	3975	0.404	7632	13318	0.573	10114	16652	11	6	1	5050	65	1324	6	327038	1	1324	1
eca-rers2012/Problem12_label36.yml	true	TIMEOUT	1001.855763438	898.7360958089121	11615.469568	4613827	5432791	5965233		5.00	5.00	19901868	0	0	0	1	0	1.00		10342	4779	5965233	2	0	517738	5	5	5	0	0	5	0	5	236	0.51	325	5	5	0	811961	1	166734.80	1.00	0	0.833	3822	3975	0.962	12422	13318	0.933	10114	16652	11	6	1								
eca-rers2012/Problem12_label37.yml	false	TIMEOUT	1001.043565529	849.3267850331031	11901.317120	5828097	9793589	10199126		6.98	5.00	37276024	0	0	0	1	0	1.00		13494	5801	10199126	2	0	382729	6	6	6	0	0	6	0	6	315	0.62	236	6	6	0	3903073	1	664717.83	1.00	0	0.833	3436	3975	0.864	12089	13318	0.908	10114	16652	11	6	1								
eca-rers2012/Problem12_label38.yml	false	false(unreach-call)	278.654191881	223.35248547792435	11585.679360	706115	4123499	4623445		7.15	5.00	14994448	0	0	0	1	0	1.00		8285	2317	4623445	2	0	485862	9	9	9	0	0	8	0	8	525	0.10	254	9	8	0	1712233	1	459732.44	1.00	1	1.000	2092	3975	0.526	8976	13318	0.674	10114	16652	11	6	1	5901	119	2843	6	698501	1	2843	1
eca-rers2012/Problem12_label39.yml	false																																																															
eca-rers2012/Problem12_label40.yml	false	false(unreach-call)	38.158125959	20.05298984493129	1053.741056	103622	208768	236095		6.98	5.00	751140	0	0	0	1	0	1.00		457	152	236095	2	0	26419	7	7	7	0	0	6	0	6	282	0.16	202	7	6	0	103622	1	29954.71	1.00	1	1.000	1047	3975	0.263	5280	13318	0.396	10114	16652	11	6	1	3556	29	396	6	102311	1	396	1
eca-rers2012/Problem12_label41.yml	true	TIMEOUT	1001.133746609	885.0855253150221	11868.327936	4393573	6601783	7501467		5.00	5.00	23647990	0	0	0	1	0	1.00		10234	5155	7501468	2	0	879470	5	5	5	0	0	5	0	5	242	0.64	258	5	5	0	2211076	1	445686.00	1.00	0	0.833	3809	3975	0.958	12414	13318	0.932	10114	16652	11	6	1								
eca-rers2012/Problem12_label42.yml	false	false(unreach-call)	128.236602755	91.9008189579472	9965.748224	522294	2428645	2626533		7.15	5.00	9049980	0	0	0	1	0	1.00		3411	934	2626533	2	0	189992	9	9	9	0	0	8	0	8	482	0.09	317	9	8	0	627337	1	270727.78	1.00	1	1.000	1903	3975	0.479	8450	13318	0.634	10114	16652	11	6	1	5579	93	2126	6	516600	1	2126	1
eca-rers2012/Problem12_label43.yml	true	TIMEOUT	1001.613213548	901.4332608429249	11429.117952	4684277	4788528	5134353		5.00	5.00	17812030	0	0	0	1	0	1.00		10534	5199	5134354	2	0	334528	5	5	5	0	0	5	0	5	232	0.53	225	5	5	0	94459	1	23110.80	1.00	0	0.833	3832	3975	0.964	12425	13318	0.933	10114	16652	11	6	1								
eca-rers2012/Problem12_label44.yml	true	TIMEOUT	1000.82112404	889.16954558203	11879.833600	4376451	6533384	7417597		5.00	5.00	23416000	0	0	0	1	0	1.00		10168	5104	7417597	2	0	864089	5	5	5	0	0	5	0	5	238	0.63	254	5	5	0	2160211	1	435412.60	1.00	0	0.833	3804	3975	0.957	12414	13318	0.932	10114	16652	11	6	1								
eca-rers2012/Problem12_label45.yml	true																																																															
eca-rers2012/Problem12_label46.yml	true																																																															
eca-rers2012/Problem12_label47.yml	true																																																															
eca-rers2012/Problem12_label48.yml	false	false(unreach-call)	83.145165435	51.01101496908814	5479.129088	344556	1152970	1174681		7.14	5.00	4468662	0	0	0	1	0	1.00		912	403	1174681	2	0	18828	9	9	9	0	0	8	0	8	491	0.13	225	9	8	0	374762	1	128429.11	1.00	1	1.000	1629	3975	0.410	7699	13318	0.578	10114	16652	11	6	1	5085	67	1386	6	340849	1	1386	1
eca-rers2012/Problem12_label49.yml	true	TIMEOUT	1001.659070447	883.0716779872309	11683.250176	4400647	7099655	8134964		5.00	5.00	25289476	0	0	0	1	0	1.00		12216	5601	8134965	2	0	1013224	5	5	5	0	0	5	0	5	190	0.38	288	5	5	0	2716365	1	544219.80	1.00	0	0.833	3810	3975	0.958	12414	13318	0.932	10114	16652	11	6	1								
eca-rers2012/Problem12_label50.yml	false																																																															
eca-rers2012/Problem12_label51.yml	false																																																															
eca-rers2012/Problem12_label52.yml	false	TIMEOUT	1001.188846054	828.2824995180126	12027.138048	7790960	12285957	13267947		6.98	5.00	45749280	0	0	0	1	0	1.00		17884	7343	13267947	2	0	947933	6	6	6	0	0	6	0	6	283	0.49	311	6	6	0	2516070	1	754843.50	1.00	0	0.833	3593	3975	0.904	12227	13318	0.918	10114	16652	11	6	1								
eca-rers2012/Problem12_label53.yml	true	TIMEOUT	1001.570124517	907.5369116449729	11618.050048	5067998	5150378	5513718		5.00	5.00	19176988	0	0	0	1	0	1.00		11292	5641	5513719	2	0	351451	5	5	5	0	0	5	0	5	271	0.96	224	5	5	0	87591	1	18855.00	1.00	0	0.833	3832	3975	0.964	12430	13318	0.933	10114	16652	11	6	1								
eca-rers2012/Problem12_label54.yml	true																																																															
eca-rers2012/Problem12_label55.yml	false	false(unreach-call)	325.433999927	264.55463469796814	11634.208768	984814	5331862	5942957		7.15	5.00	19475292	0	0	0	1	0	1.00		9719	2730	5942957	2	0	593884	9	9	9	0	0	8	0	8	490	0.10	279	9	8	0	2089611	1	594342.44	1.00	1	1.000	2298	3975	0.578	9588	13318	0.720	10114	16652	11	6	1	6284	156	3921	6	974303	1	3921	1
eca-rers2012/Problem12_label56.yml	true	TIMEOUT	1000.76490103	899.2233435928356	11425.067008	4625652	4744338	5087710		5.00	5.00	17645454	0	0	0	1	0	1.00		10408	5123	5087711	2	0	332121	5	5	5	0	0	5	0	5	271	0.96	271	5	5	0	119954	1	25988.60	1.00	0	0.833	3822	3975	0.962	12423	13318	0.933	10114	16652	11	6	1								
